image_id,sample_id,svs_path
7520,TCGA-06-0184-01,s3://pathology/TCGA/fae7ddba-f179-4a70-acba-0b731529f773/TCGA-06-0184-01Z-00-DX2.b2242e9f-fac3-4e80-a82c-413e32332b68.svs
7111,TCGA-06-0185-01,s3://pathology/TCGA/498ec8cf-92e5-4232-b2b8-82e681b9245c/TCGA-06-0185-01Z-00-DX1.63a424a7-724c-45f4-9eee-c7fc1eda49a6.svs
3397,TCGA-06-0187-01,s3://pathology/TCGA/e757e48e-2236-45e7-b526-e968e06ed5f3/TCGA-06-0187-01Z-00-DX4.defa1a76-b328-474e-8bdb-2382cc05ada4.svs
9364,TCGA-06-0188-01,s3://pathology/TCGA/7e8eb7b1-1eea-4d8a-88cb-cc122b3a8c6e/TCGA-06-0188-01Z-00-DX1.0f407c83-b086-4b9b-815f-a300c8ab8f22.svs
2239,TCGA-06-0189-01,s3://pathology/TCGA/e2c70a9f-af13-46c4-8e72-d1198233ea2c/TCGA-06-0189-01Z-00-DX2.675bdae0-98f7-4aa2-ae7e-7ae96a0202b7.svs
1883,TCGA-06-0190-01,s3://pathology/TCGA/6b40e885-cfe3-4187-9eec-f6685cff4f2f/TCGA-06-0190-01Z-00-DX1.84da294a-81f2-4820-b72e-f084769f771a.svs
1769,TCGA-06-0192-01,s3://pathology/TCGA/9b9be529-143c-4128-aee6-5ba7e530413a/TCGA-06-0192-01Z-00-DX1.2b015dd0-c962-4c36-a472-8ead6806374a.svs
8274,TCGA-06-0195-01,s3://pathology/TCGA/fd359dad-426d-431c-baf5-76753ff31513/TCGA-06-0195-01Z-00-DX5.f0adc4a5-671d-4b0f-9ae1-de3869c199b3.svs
714,TCGA-06-0197-01,s3://pathology/TCGA/9c10985e-f363-45db-a4ee-e98e9263eb83/TCGA-06-0197-01Z-00-DX2.3e580bbd-caea-4d70-aa95-974618f337ce.svs
494,TCGA-06-0201-01,s3://pathology/TCGA/c1c276b8-3fbc-4df6-add6-f55e562b06b8/TCGA-06-0201-01Z-00-DX1.c3a5e3a4-7614-4446-b1a3-59c585063744.svs
2706,TCGA-06-0206-01,s3://pathology/TCGA/ebf9d480-084a-43f5-89e3-f7f83dcf46fd/TCGA-06-0206-01Z-00-DX3.00cfa9c4-d943-4821-983a-a65218de29ef.svs
9411,TCGA-06-0208-01,s3://pathology/TCGA/f7081072-bca1-4bb7-9251-f41716faee2d/TCGA-06-0208-01Z-00-DX3.99d68d3a-5884-4eb8-bdee-8ed1bc08bc61.svs
5943,TCGA-06-0210-01,s3://pathology/TCGA/f10fb696-d8b4-4b06-8bfb-65c15f1c203e/TCGA-06-0210-01Z-00-DX1.14cee57f-1239-4e5a-8bab-f70fa36dd367.svs
10616,TCGA-06-0211-01,s3://pathology/TCGA/d978e2ae-1591-401a-8d00-2a2bd2a7ec08/TCGA-06-0211-01Z-00-DX2.dea01d17-0a8c-4e58-a82a-9b2de99258af.svs
4979,TCGA-06-0213-01,s3://pathology/TCGA/ef0cfb81-4825-43d7-8e42-c6799efb2baf/TCGA-06-0213-01Z-00-DX4.2e849308-80d0-4cd1-92c2-8649c790095c.svs
7232,TCGA-06-0214-01,s3://pathology/TCGA/d5084138-2de0-4cce-afa3-5e1771130e20/TCGA-06-0214-01Z-00-DX2.b30c4c85-604f-42ea-b2f8-e583566fcefe.svs
1113,TCGA-06-0216-01,s3://pathology/TCGA/fe90cd22-8aa9-4b7c-8424-6ebc7af002a3/TCGA-06-0216-01Z-00-DX2.f0041db3-39da-48a8-860e-b25876ff537e.svs
7683,TCGA-06-0219-01,s3://pathology/TCGA/9dea746a-82c5-423f-bd53-67e8d15d30ae/TCGA-06-0219-01Z-00-DX1.592a9605-e9ec-46f5-a055-5001088f47d0.svs
723,TCGA-06-0221-01,s3://pathology/TCGA/ff090c5e-94e2-4058-857e-2035526c8e80/TCGA-06-0221-01Z-00-DX2.a6568186-9532-43de-b575-be4c245b136f.svs
9826,TCGA-06-0237-01,s3://pathology/TCGA/df2f7a5a-97eb-4b12-a5cb-0a3efb47c4a7/TCGA-06-0237-01Z-00-DX1.0705028b-46e9-41b0-8083-c347fb746b96.svs
10695,TCGA-06-0238-01,s3://pathology/TCGA/2f2383b8-f09e-4268-9399-9013b13d3e73/TCGA-06-0238-01Z-00-DX1.3ee95605-124e-4849-a36b-eee7e19ce3de.svs
9252,TCGA-06-0241-01,s3://pathology/TCGA/5e37a05e-702f-4e9d-8abd-cf3f8a4f8f37/TCGA-06-0241-01Z-00-DX1.69ba208e-6941-454a-93ef-70268a646e62.svs
3897,TCGA-06-0644-01,s3://pathology/TCGA/6e8a799b-32e6-4073-98c9-d18196dbc639/TCGA-06-0644-01Z-00-DX1.bbce7e5c-6df3-4963-ac75-9f566a2fde12.svs
2382,TCGA-06-0645-01,s3://pathology/TCGA/af5b6052-ab25-40f8-9ec4-abb823b3384d/TCGA-06-0645-01Z-00-DX1.ffca480d-519c-4628-844c-946b5d000d01.svs
1726,TCGA-06-0646-01,s3://pathology/TCGA/f9416a51-393e-41fa-a405-3a97e3367749/TCGA-06-0646-01Z-00-DX3.4e029189-ecef-4e12-be1a-c67fbdf8e22b.svs
6556,TCGA-06-0648-01,s3://pathology/TCGA/f958cdb6-63f3-4f97-851e-3da1ca6a1150/TCGA-06-0648-01Z-00-DX2.f9ec13f9-adc9-4e6b-bc78-01a00e415ffe.svs
3340,TCGA-06-0649-01,s3://pathology/TCGA/7185bccf-c103-4e48-a3e3-062332e57d90/TCGA-06-0649-01Z-00-DX2.d9e0f4c7-cfea-4724-9109-a9642c530def.svs
1801,TCGA-06-0686-01,s3://pathology/TCGA/b39d0eb2-a9bc-4953-b4fe-3e3c42b6afed/TCGA-06-0686-01Z-00-DX2.a8bb8d8a-c768-4ef4-81ec-1172b8110c2f.svs
1860,TCGA-06-0743-01,s3://pathology/TCGA/12779db9-bb91-43ed-bd35-db7cd6212088/TCGA-06-0743-01Z-00-DX1.efc295e1-bb7b-4706-99e9-01901c3869d2.svs
1897,TCGA-06-0745-01,s3://pathology/TCGA/e5a880d8-7114-4aa3-bdb7-6975f1776d47/TCGA-06-0745-01Z-00-DX1.3e0f266b-f1b5-42cb-8633-8cea6ee0ba6e.svs
8249,TCGA-06-0747-01,s3://pathology/TCGA/f297f49c-9c60-41b9-aaf6-d70496feff8d/TCGA-06-0747-01Z-00-DX3.34c9713f-ce7a-4add-8142-cd56e4e9a7b2.svs
8227,TCGA-06-0749-01,s3://pathology/TCGA/e7c2e48d-0e8e-4595-b3c2-282126da30db/TCGA-06-0749-01Z-00-DX2.a57f0ede-6378-4e2a-b219-2fd6a36a4f65.svs
